/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/center_2019_08_25_21_17_56_903.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/left_2019_08_25_21_17_56_903.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/right_2019_08_25_21_17_56_903.jpg, 0, 0, 0, 7.802827E-05
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/center_2019_08_25_21_17_57_008.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/left_2019_08_25_21_17_57_008.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/right_2019_08_25_21_17_57_008.jpg, 0, 0, 0, 7.827223E-05
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/center_2019_08_25_21_17_57_110.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/left_2019_08_25_21_17_57_110.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/right_2019_08_25_21_17_57_110.jpg, 0, 0, 0, 7.852989E-05
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/center_2019_08_25_21_17_57_212.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/left_2019_08_25_21_17_57_212.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/right_2019_08_25_21_17_57_212.jpg, 0, 0, 0, 7.942139E-05
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/center_2019_08_25_21_17_57_321.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/left_2019_08_25_21_17_57_321.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/right_2019_08_25_21_17_57_321.jpg, 0, 0, 0, 7.958285E-05
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/center_2019_08_25_21_17_57_423.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/left_2019_08_25_21_17_57_423.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/right_2019_08_25_21_17_57_423.jpg, 0, 0, 0, 8.256512E-05
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/center_2019_08_25_21_17_57_524.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/left_2019_08_25_21_17_57_524.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/right_2019_08_25_21_17_57_524.jpg, 0, 0, 0, 7.785941E-05
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/center_2019_08_25_21_17_57_627.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/left_2019_08_25_21_17_57_627.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/right_2019_08_25_21_17_57_627.jpg, 0, 0, 0, 7.883346E-05
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/center_2019_08_25_21_17_57_728.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/left_2019_08_25_21_17_57_728.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/right_2019_08_25_21_17_57_728.jpg, 0, 0, 0, 7.864648E-05
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/center_2019_08_25_21_17_57_829.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/left_2019_08_25_21_17_57_829.jpg, /home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/autonomous_car_driving/track_train_data_2/IMG/right_2019_08_25_21_17_57_829.jpg, 0, 0, 0, 8.056947E-05
