/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/center_2019_08_25_11_49_17_558.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/left_2019_08_25_11_49_17_558.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/right_2019_08_25_11_49_17_558.jpg,0,0,0,8.116689E-06
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/center_2019_08_25_11_49_17_627.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/left_2019_08_25_11_49_17_627.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/right_2019_08_25_11_49_17_627.jpg,0,0,0,4.631741E-06
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/center_2019_08_25_11_49_17_694.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/left_2019_08_25_11_49_17_694.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/right_2019_08_25_11_49_17_694.jpg,0,0,0,1.240523E-05
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/center_2019_08_25_11_49_17_762.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/left_2019_08_25_11_49_17_762.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/right_2019_08_25_11_49_17_762.jpg,0,0,0,9.743936E-06
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/center_2019_08_25_11_49_17_837.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/left_2019_08_25_11_49_17_837.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/right_2019_08_25_11_49_17_837.jpg,0,0,0,1.150283E-06
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/center_2019_08_25_11_49_17_905.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/left_2019_08_25_11_49_17_905.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/right_2019_08_25_11_49_17_905.jpg,0,0,0,2.038717E-05
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/center_2019_08_25_11_49_17_976.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/left_2019_08_25_11_49_17_976.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/right_2019_08_25_11_49_17_976.jpg,0,0,0,4.09461E-06
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/center_2019_08_25_11_49_18_046.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/left_2019_08_25_11_49_18_046.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/right_2019_08_25_11_49_18_046.jpg,0,0,0,1.882459E-05
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/center_2019_08_25_11_49_18_117.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/left_2019_08_25_11_49_18_117.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/right_2019_08_25_11_49_18_117.jpg,0,0,0,1.90772E-06
/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/center_2019_08_25_11_49_18_184.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/left_2019_08_25_11_49_18_184.jpg,/home/sj/transforma/learning/udemy/The Complete Self-Driving Car Course - Applied Deep Learning/udacity_autonomous_car_driving/track_train_data/IMG/right_2019_08_25_11_49_18_184.jpg,0,0,0,3.465632E-06
